-10	-10	0.0088943
-10	-9.8995	0.00899565
-10	-9.799	0.00907011
-10	-9.6985	0.0091611
-10	-9.59799	0.00933188
-10	-9.49749	0.00936979
-10	-9.39699	0.00946028
-10	-9.29649	0.00958021
-10	-9.19598	0.00965665
-10	-9.09548	0.00979379
-10	-8.99498	0.00988915
-10	-8.89448	0.0100148
-10	-8.79397	0.0100863
-10	-8.69347	0.010214
-10	-8.59297	0.0103355
-10	-8.49247	0.0104572
-10	-8.39196	0.0105836
-10	-8.29146	0.0106942
-10	-8.19096	0.0108708
-10	-8.09046	0.010977
-10	-7.98995	0.0111125
-10	-7.88945	0.0112449
-10	-7.78895	0.0113824
-10	-7.68845	0.0115526
-10	-7.58794	0.0116839
-10	-7.48744	0.0118485
-10	-7.38694	0.0119997
-10	-7.28644	0.0121716
-10	-7.18593	0.0124059
-10	-7.08543	0.012523
-10	-6.98493	0.0127116
-10	-6.88443	0.0128838
-10	-6.78392	0.0130949
-10	-6.68342	0.0132753
-10	-6.58292	0.0134827
-10	-6.48241	0.013678
-10	-6.38191	0.0139505
-10	-6.28141	0.0141258
-10	-6.18091	0.0143338
-10	-6.0804	0.0145928
-10	-5.9799	0.0148186
-10	-5.8794	0.0150625
-10	-5.7789	0.0153
-10	-5.67839	0.0155802
-10	-5.57789	0.0158569
-10	-5.47739	0.016143
-10	-5.37689	0.0164409
-10	-5.27638	0.0167391
-10	-5.17588	0.0170488
-10	-5.07538	0.0173643
-10	-4.97488	0.0177013
-10	-4.87437	0.0180665
-10	-4.77387	0.018468
-10	-4.67337	0.0188287
-10	-4.57287	0.019215
-10	-4.47236	0.0196395
-10	-4.37186	0.0200945
-10	-4.27136	0.0205477
-10	-4.17086	0.0209997
-10	-4.07035	0.021521
-10	-3.96985	0.0220637
-10	-3.86935	0.022582
-10	-3.76885	0.0231714
-10	-3.66834	0.0237497
-10	-3.56784	0.0244067
-10	-3.46734	0.0250679
-10	-3.36684	0.025767
-10	-3.26633	0.0264654
-10	-3.16583	0.0272365
-10	-3.06533	0.0280309
-10	-2.96483	0.0288642
-10	-2.86432	0.029768
-10	-2.76382	0.0307069
-10	-2.66332	0.0317033
-10	-2.56282	0.032792
-10	-2.46231	0.0339192
-10	-2.36181	0.0351492
-10	-2.26131	0.0364558
-10	-2.1608	0.0378719
-10	-2.0603	0.0393705
-10	-1.9598	0.0409797
-10	-1.8593	0.0426967
-10	-1.75879	0.0445634
-10	-1.65829	0.046566
-10	-1.55779	0.0487168
-10	-1.45729	0.0510037
-10	-1.35678	0.0535006
-10	-1.25628	0.0561791
-10	-1.15578	0.0590619
-10	-1.05528	0.0621862
-10	-0.954774	0.0656686
-10	-0.854272	0.0695273
-10	-0.753769	0.0743151
-10	-0.653267	0.0804779
-10	-0.552764	0.0888393
-10	-0.452262	0.100842
-10	-0.351759	0.115664
-10	-0.251256	0.134223
-10	-0.150754	0.150273
-10	-0.0502513	0.163602
-10	0.0502513	0.167541
-10	0.150754	0.161967
-10	0.251256	0.149621
-10	0.351759	0.133219
